Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
HINKF,HEINEKEN N V REG,OTCQX International Premier,105.692300,,25,Foreign Ordinary Shares,The Netherlands,
RDSMY,ROYAL DSM NV S/ADR,OTCQX International Premier,54.240000,1.497000,11015,ADRs,The Netherlands,
AKZOF,AKZO NOBEL NV ORD NEW,OTCQX International Premier,110.620000,,0,Foreign Ordinary Shares,The Netherlands,
AKZOY,AKZO NOBEL N V S/ADR,OTCQX International Premier,37.710000,2.308800,44104,ADRs,The Netherlands,
ASMIY,ASM INTL NV NY REG SHS,OTCQX International Premier,412.415000,3.080300,1227,ETFs,The Netherlands,
HKHHF,HEINEKEN HOLDING NV ORD,OTCQX International Premier,91.150000,1.165400,290,Foreign Ordinary Shares,The Netherlands,
HKHHY,HEINEKEN HOLDING NV S/ADR,OTCQX International Premier,45.200000,0.814100,4182,ADRs,The Netherlands,
TKGBF,TURKIYE GARANTI BK,OTCQX International Premier,0.890000,,0,Foreign Ordinary Shares,Turkey,
TKGBY,TURKIYE GARANTI BNK S/ADR,OTCQX International Premier,1.010000,,0,ADRs,Turkey,
AKBTY,AKBANK T/A/S S/ADR,OTCQX International Premier,1.175000,0.000000,28390,ADRs,Turkey,
TSCDF,TESCO PLC NEW,OTCQX International Premier,3.650100,-2.403700,1404,Foreign Ordinary Shares,United Kingdom,England
TSCDY,TESCO PLC S/ADR,OTCQX International Premier,11.400000,-0.131400,49434,ADRs,United Kingdom,England
KGFHF,KINGFISHER PLC ORD,OTCQX International Premier,4.590000,,49,Foreign Ordinary Shares,United Kingdom,
KGFHY,KINGFISHER PLC S/ADR,OTCQX International Premier,9.480000,0.317500,27887,ADRs,United Kingdom,
TATYF,TATE & LYLE PLC ORD,OTCQX International Premier,9.257300,,0,Foreign Ordinary Shares,United Kingdom,
TATYY,TATE & LYLE PLC S/ADR,OTCQX International Premier,36.600000,-2.178300,422,ADRs,United Kingdom,
IMBBF,IMPERIAL BRANDS PLC ORD,OTCQX International Premier,21.350000,0.328900,770,Foreign Ordinary Shares,United Kingdom,
IMBBY,IMPERIAL BRANDS PLC ADR,OTCQX International Premier,22.110000,0.294900,39585,ADRs,United Kingdom,
JSAIY,J SAINSBURY PLC S/ADR,OTCQX International Premier,16.160000,-0.858900,7558,ADRs,United Kingdom,
JSNSF,J SAINSBURY PLC ORD,OTCQX International Premier,4.021000,,0,Foreign Ordinary Shares,United Kingdom,
AAUKF,ANGLO AMER PLC ORD.,OTCQX International Premier,37.200000,-3.037700,22501,Foreign Ordinary Shares,United Kingdom,
NGLOY,ANGLO AMERICAN SPNS/ADR,OTCQX International Premier,19.220000,0.313200,130996,ADRs,United Kingdom,
EJTTF,EASYJET PLC ORD,OTCQX International Premier,8.100000,,0,Foreign Ordinary Shares,United Kingdom,
ESYJY,EASYJET PLC S/ADR,OTCQX International Premier,8.200000,-2.060300,4759,ADRs,United Kingdom,
MAKSF,MARKS & SPENCER GRP ORD,OTCQX International Premier,2.400100,-5.321500,4000,Foreign Ordinary Shares,United Kingdom,England
MAKSY,MARKS & SPENCER GRP S/ADR,OTCQX International Premier,4.855000,-1.820000,11165,ADRs,United Kingdom,England
EDVMF,ENDEAVOUR MNG PLC,OTCQX International Premier,25.620000,0.787200,32731,Foreign Ordinary Shares,United Kingdom,
BTVCY,BRITVIC PLC S/ADR,OTCQX International Premier,24.930000,0.321900,21793,ADRs,United Kingdom,England
SILXF,SILEX SYSTEMS LTD ORD,OTCQX International,1.070000,,0,Foreign Ordinary Shares,Australia,New South Wales
SILXY,SILEX SYS LTD SPON ADR,OTCQX International,4.850000,,0,ADRs,Australia,New South Wales
PALAF,PALADIN ENERGY LTD ORD,OTCQX International,0.675000,-0.735300,1039086,Foreign Ordinary Shares,Australia,Western Australia
SPHRF,STARPHARMA HOLDINGS LTD,OTCQX International,0.860000,,0,Foreign Ordinary Shares,Australia,Victoria
SPHRY,STARPHARMA HLDGS S/ADR,OTCQX International,8.315000,-2.176500,8310,ADRs,Australia,Victoria
DYLLF,DEEP YELLOW LTD ORD NEW,OTCQX International,0.789100,-4.927700,140431,Foreign Ordinary Shares,Australia,Western Australia
COGZF,COGSTATE LTD ORD,OTCQX International,1.720000,0.584800,3000,Foreign Ordinary Shares,Australia,Victoria
CIAFF,CHAMPION IRON LTD,OTCQX International,3.490000,0.000000,122592,Foreign Ordinary Shares,Australia,New South Wales
SREMF,SUNRISE ENERGY METALS LTD,OTCQX International,1.500000,7.142900,4970,Foreign Ordinary Shares,Australia,Victoria
BRCHF,BRAINCHIP HLDGS LTD ORD,OTCQX International,0.365000,-2.666700,112886,Foreign Ordinary Shares,Australia,New South Wales
FLNCF,FREELANCER LTD ORD,OTCQX International,0.542000,,0,Foreign Ordinary Shares,Australia,New South Wales
BNIGF,BERONI GROUP LTD,OTCQX International,2.000000,900.000000,100,Foreign Ordinary Shares,Australia,New South Wales
BLSTF,BLACKSTONE MINERALS LTD,OTCQX International,0.500000,0.000000,11300,Common Stock,Australia,Western Australia
NVNXF,NOVONIX LTD,OTCQX International,4.570000,6.032500,285092,Foreign Ordinary Shares,Australia,Queensland
WRMCF,WHITE ROCK MINERALS NEW,OTCQX International,0.279000,0.035900,14400,Foreign Ordinary Shares,Australia,Victoria
ECGFF,ECOGRAF LTD,OTCQX International,0.550000,,0,Foreign Ordinary Shares,Australia,Western Australia
MZZMF,MATADOR MINING LTD,OTCQX International,0.310800,-1.333300,62100,Foreign Ordinary Shares,Australia,Western Australia
SSPCF,SIRIUSPOINT LTD CNTGT RTS,OTCQX International,6.000000,0.000000,5034,Rights,Bermuda,
SROYF,SAILFISH ROYALTY CORP,OTCQX International,1.180200,-2.041000,185575,Foreign Ordinary Shares,British Virgin Islands,
LONCF,LONCOR GOLD INC,OTCQX International,0.608000,5.500600,3603,Foreign Ordinary Shares,Canada,Ontario
CXBMF,CALIBRE MINING CORP ORD,OTCQX International,1.380000,2.222200,44478,Foreign Ordinary Shares,Canada,British Columbia
NDVAF,INDIVA LTD,OTCQX International,0.327100,-1.630000,64978,Foreign Ordinary Shares,Canada,Ontario
FGOVF,FREEGOLD VENTURES LTD,OTCQX International,0.420000,5.000000,130255,Foreign Ordinary Shares,Canada,British Columbia
HMENF,HEMISPHERE ENERGY CORP,OTCQX International,0.727700,1.083500,10800,Foreign Ordinary Shares,Canada,British Columbia
TAOIF,TAG OIL LTD,OTCQX International,0.354600,-2.475200,13075,Foreign Ordinary Shares,Canada,British Columbia
RUPRF,RUPERT RESOURCES LTD,OTCQX International,3.848700,,0,Foreign Ordinary Shares,Canada,British Columbia
ALLXF,ARIS GOLD CORP,OTCQX International,1.290000,0.797000,7450,Foreign Ordinary Shares,Canada,British Columbia
MBAIF,CIBT EDUCATION GROUP INC,OTCQX International,0.510490,0.787800,2000,Foreign Ordinary Shares,Canada,British Columbia
MRVFF,NUVO PHARMACEUTICALS ORD,OTCQX International,1.209500,,0,Foreign Ordinary Shares,Canada,Ontario
SRLZF,SALAZAR RESOURCES LTD ORD,OTCQX International,0.311800,,0,Foreign Ordinary Shares,Canada,British Columbia
CBWTF,AUXLY CANNABIS GRP INC,OTCQX International,0.182000,-4.210500,522427,Foreign Ordinary Shares,Canada,Ontario
NWCCF,NORTHWEST COPPER CORP,OTCQX International,0.501400,-0.039900,11304,Foreign Ordinary Shares,Canada,British Columbia
JAGGF,JAGUAR MINING INC,OTCQX International,3.649500,4.271400,19725,Foreign Ordinary Shares,Canada,Ontario
ABSSF,AIRBOSS OF AMERICA CORP,OTCQX International,27.740000,,25,Foreign Ordinary Shares,Canada,Ontario
PLSDF,PULSE SEISMIC INC,OTCQX International,1.420000,,0,Foreign Ordinary Shares,Canada,Alberta
ATLYF,ALTALEY MINING CORP,OTCQX International,0.377300,-3.872600,376829,Foreign Ordinary Shares,Canada,British Columbia
CNNEF,CANACOL ENERGY ORD,OTCQX International,3.150000,,0,Foreign Ordinary Shares,Canada,Alberta
UGDIF,UNIGOLD INC,OTCQX International,0.097200,,0,Foreign Ordinary Shares,Canada,Ontario
OLNCF,OMNI LITE INDUS CDA INC,OTCQX International,0.727800,-1.648600,19100,Foreign Ordinary Shares,Canada,Ontario
ANXGF,ANACONDA MINING INC,OTCQX International,0.616930,7.760700,15740,Foreign Ordinary Shares,Canada,Ontario
QTRHF,QUARTERHILL INC,OTCQX International,2.170000,-1.314300,10043,Foreign Ordinary Shares,Canada,Ontario
GLBXF,GLOBEX MNG ENTERPRS NEW,OTCQX International,0.799770,-1.910200,2000,Foreign Ordinary Shares,Canada,Ontario
RIOFF,RIO2 LIMITED NEW,OTCQX International,0.527250,1.199600,54670,Foreign Ordinary Shares,Canada,Ontario
GSVRF,GUANAJUATO SILVER CO LTD,OTCQX International,0.461400,5.126500,142553,Foreign Ordinary Shares,Canada,British Columbia
BSXGF,BELO SUN MINING CORP ORD,OTCQX International,0.530000,0.875500,231954,Foreign Ordinary Shares,Canada,Ontario
CRPOF,CEAPRO INC,OTCQX International,0.504700,,0,Foreign Ordinary Shares,Canada,Alberta
FMCXF,FORAN MINING CORP,OTCQX International,1.900000,0.000000,28147,Foreign Ordinary Shares,Canada,British Columbia
LMRXF,LARAMIDE RESOURCE LTD,OTCQX International,0.812400,-4.580700,173407,Foreign Ordinary Shares,Canada,Ontario
MEAUF,MONETA GOLD INC,OTCQX International,1.470000,3.521100,38200,Foreign Ordinary Shares,Canada,Ontario
NKOSF,LABRADOR GOLD CORP,OTCQX International,0.901500,7.321400,166289,Foreign Ordinary Shares,Canada,Ontario
RECAF,RECONNAISSANCE EGY AFRICA,OTCQX International,4.700000,-2.286900,576480,Foreign Ordinary Shares,Canada,British Columbia
GLATF,GLOBAL ATOMIC CORP,OTCQX International,3.269400,-7.306300,101362,Foreign Ordinary Shares,Canada,Ontario
SSVFF,STHN SILVER EXPL CORP,OTCQX International,0.350000,2.971500,266592,Foreign Ordinary Shares,Canada,British Columbia
ESKYF,ESKAY MINING CORP,OTCQX International,1.860000,-0.428300,56566,Foreign Ordinary Shares,Canada,Ontario
MBXBF,MICROBIX BIOSYSTEMS INC,OTCQX International,0.582900,,0,Foreign Ordinary Shares,Canada,Ontario
HNCKF,GIGA METALS CORP,OTCQX International,0.415000,4.534000,179615,Foreign Ordinary Shares,Canada,British Columbia
AOTVF,ASCOT RESOURCES LTD,OTCQX International,0.993700,-0.630000,143469,Foreign Ordinary Shares,Canada,British Columbia
IDKFF,THREED CAPITAL INC,OTCQX International,0.780000,-8.675800,142791,Foreign Ordinary Shares,Canada,Ontario
LITOF,FRONTIER LITHIUM ORD,OTCQX International,0.869900,0.659600,109279,Foreign Ordinary Shares,Canada,Ontario
OCGSF,OUTCROP SILVER & GOLD CP,OTCQX International,0.154100,-2.468400,35951,Foreign Ordinary Shares,Canada,British Columbia
ELRRF,ELORO RESOURCES LTD,OTCQX International,3.140000,0.641000,45582,Foreign Ordinary Shares,Canada,Ontario
EXCOF,EXCO TECHS LTD,OTCQX International,8.030000,-0.986400,1900,Foreign Ordinary Shares,Canada,Ontario
ARREF,AMERIGO RESOURCES LTD,OTCQX International,1.122900,0.258900,241860,Foreign Ordinary Shares,Canada,British Columbia
KOREF,KORE MNG LTD,OTCQX International,0.427500,3.840300,242251,Foreign Ordinary Shares,Canada,British Columbia
HEOFF,H2O INNOVATION INC,OTCQX International,1.930000,1.578900,22328,Foreign Ordinary Shares,Canada,Quebec
CHXMF,TROILUS GOLD CORP,OTCQX International,0.718400,2.336200,33050,Foreign Ordinary Shares,Canada,Ontario
ATUSF,ALTIUS MINERALS CORP,OTCQX International,13.113040,0.099500,11932,Foreign Ordinary Shares,Canada,Newfoundland
AUNFF,AURCANA SILVER CORP,OTCQX International,0.524430,3.938100,366003,Foreign Ordinary Shares,Canada,British Columbia
CMRZF,COMMERCE RES CORP,OTCQX International,0.159000,-3.343500,27190,Foreign Ordinary Shares,Canada,British Columbia
AMXEF,AMEX EXPLORATION INC ORD,OTCQX International,2.200000,-0.945500,41417,Foreign Ordinary Shares,Canada,Quebec
INXSF,INTOUCH INSIGHT LTD LTD,OTCQX International,0.550000,0.000000,8200,Foreign Ordinary Shares,Canada,Ontario
HSTXF,HELIOSTAR METALS LTD,OTCQX International,0.920000,23.655900,84165,Foreign Ordinary Shares,Canada,British Columbia
CHPGF,CHESAPEAKE GOLD CORP,OTCQX International,3.020000,-0.330000,3285,Foreign Ordinary Shares,Canada,British Columbia
LMGDF,LUMINA GOLD CORP,OTCQX International,0.466200,-0.681700,58790,Foreign Ordinary Shares,Canada,British Columbia
RCKTF,ROCK TECH LINTHIUM INC,OTCQX International,6.540000,-4.803500,35001,Foreign Ordinary Shares,Canada,British Columbia
TPRFF,GRAN COLOMBIA GOLD ORD,OTCQX International,4.267450,1.965300,42153,Foreign Ordinary Shares,Canada,Ontario
GLVMF,GOLDEN VY MINE & ROYALTIS,OTCQX International,10.650000,1.622100,15539,Foreign Ordinary Shares,Canada,Quebec
FLYLF,FLYHT AEROSPACE SLTNS LTD,OTCQX International,0.646700,-0.108100,100400,Foreign Ordinary Shares,Canada,Alberta
BCEKF,BEAR CREEK MINING CORP,OTCQX International,1.560000,10.200600,244019,Foreign Ordinary Shares,Canada,British Columbia
SKREF,SKEENA RESOURCES LTD,OTCQX International,10.765000,-0.783400,15297,Foreign Ordinary Shares,Canada,British Columbia
GALKF,GALANTAS GOLD CORP,OTCQX International,0.341035,2.783300,1003,Foreign Ordinary Shares,Canada,Ontario
SGSVF,SABINA GOLD & SILVER CORP,OTCQX International,1.290000,2.617100,214430,Foreign Ordinary Shares,Canada,British Columbia
SRGXF,SURGE COPPER CORP,OTCQX International,0.311200,-2.138400,47390,Foreign Ordinary Shares,Canada,British Columbia
TRBMF,TORQ RESOURCES INC,OTCQX International,0.659200,22.074100,5692,Foreign Ordinary Shares,Canada,British Columbia
DYFSF,DYNACERT INC,OTCQX International,0.177985,-3.583400,11832,Foreign Ordinary Shares,Canada,Ontario
OBELF,OBSIDIAN ENERGY LTD,OTCQX International,3.850000,1.596500,41350,Foreign Ordinary Shares,Canada,Alberta
WHGOF,WHITE GOLD CORP ORD,OTCQX International,0.410000,-2.381000,6875,Foreign Ordinary Shares,Canada,Ontario
DLTNF,DELTA 9 CANNABIS INC,OTCQX International,0.318600,-1.984300,4575,Foreign Ordinary Shares,Canada,Manitoba
TSKFF,TALISKER RES LTD,OTCQX International,0.210100,-2.142500,29700,Foreign Ordinary Shares,Canada,Ontario
CWLPF,CALDWELL PARTNER INTL CRP,OTCQX International,2.039500,,0,Foreign Ordinary Shares,Canada,Ontario
MISVF,MINCO SILVER CORP,OTCQX International,0.350000,-1.657800,42505,Foreign Ordinary Shares,Canada,British Columbia
WDOFF,WESDOME GOLD MINES LTD,OTCQX International,9.080000,1.566000,113378,Foreign Ordinary Shares,Canada,Ontario
CPFXF,COPPER FOX METALS INC,OTCQX International,0.264800,-2.968100,45613,Foreign Ordinary Shares,Canada,Alberta
XEBEF,XEBEC ADSORPTION INC,OTCQX International,2.360000,0.854700,19726,Foreign Ordinary Shares,Canada,Quebec
OREAF,OREA MNG CORP,OTCQX International,0.145600,9.170000,1538370,Foreign Ordinary Shares,Canada,British Columbia
MAIFF,MINERA ALAMOS INC,OTCQX International,0.430000,-3.526000,1473414,Foreign Ordinary Shares,Canada,Ontario
DKLRF,DECKLAR RES INC,OTCQX International,0.846100,1.939800,5839,Foreign Ordinary Shares,Canada,Ontario
CVALF,COVALON TECHS LTD,OTCQX International,2.100000,1.941700,100,Foreign Ordinary Shares,Canada,Ontario
UURAF,UCORE RARE METALS INC,OTCQX International,0.740000,-3.243900,40265,Foreign Ordinary Shares,Canada,Nova Scotia
CNSNF,CONSTANTINE METAL RES,OTCQX International,0.237700,-11.799600,348327,Foreign Ordinary Shares,Canada,British Columbia
MAKOF,MAKO MNG CORP,OTCQX International,0.316000,1.509800,682851,Foreign Ordinary Shares,Canada,British Columbia
MLNLF,MILLENNIAL LITHIUM ORD,OTCQX International,2.950000,1.027400,14554,Foreign Ordinary Shares,Canada,British Columbia
TREVF,TREVALI MINING CORP,OTCQX International,0.185400,-4.629600,587047,Foreign Ordinary Shares,Canada,British Columbia
HPQFF,HPQ-SILICON RES INC,OTCQX International,0.533100,-0.060000,90257,Foreign Ordinary Shares,Canada,Quebec
CRECF,CRITICAL ELEMENTS LITHIUM,OTCQX International,1.420000,-1.388900,89441,Foreign Ordinary Shares,Canada,Quebec
OPSSF,OPSENS INC,OTCQX International,2.322900,0.125000,69692,Foreign Ordinary Shares,Canada,Quebec
WOWMF,WOW UNLIMITED MEDIA INC,OTCQX International,1.084700,0.435200,530,Foreign Ordinary Shares,Canada,British Columbia
TSRMF,TREASURY METALS INC,OTCQX International,0.637700,1.919500,12680,Foreign Ordinary Shares,Canada,Ontario
ORZCF,OREZONE GOLD CORP,OTCQX International,1.050000,3.960400,52914,Foreign Ordinary Shares,Canada,British Columbia
PHNMF,PHENOM RESOURCES CORP,OTCQX International,0.424800,3.609800,33736,Foreign Ordinary Shares,Canada,British Columbia
DMEHF,DESERT MTN ENERGY CORP,OTCQX International,1.920000,-0.466600,24199,Foreign Ordinary Shares,Canada,British Columbia
BONXF,BONTERRA RES INC ORD,OTCQX International,0.911800,8.845600,32350,Foreign Ordinary Shares,Canada,Quebec
MIMZF,NIGHTHAWK GOLD CORP,OTCQX International,0.717515,-1.710300,13300,Foreign Ordinary Shares,Canada,Ontario
OMZNF,OSISKO METALS INC,OTCQX International,0.331400,-2.615300,2000,Foreign Ordinary Shares,Canada,Quebec
GASXF,NG ENERGY INTL CORP,OTCQX International,1.449900,3.571700,47281,Foreign Ordinary Shares,Canada,British Columbia
SILEF,SILVER ELEPHANT MNG CORP,OTCQX International,0.253000,1.200000,209976,Foreign Ordinary Shares,Canada,British Columbia
EXMGF,EXCELSIOR MINING CORP,OTCQX International,0.391000,0.256400,19805,Foreign Ordinary Shares,Canada,British Columbia
HERTF,HERITAGE CANNABIS HLDGS,OTCQX International,0.056500,-1.679300,150190,Foreign Ordinary Shares,Canada,Ontario
GPHOF,GRAPHITE ONE INC,OTCQX International,1.380000,-1.428600,34653,Foreign Ordinary Shares,Canada,British Columbia
MMRGF,MINAURUM GOLD INC ORD,OTCQX International,0.317545,7.642400,241083,Foreign Ordinary Shares,Canada,British Columbia
LOMLF,LION ONE METALS LTD,OTCQX International,0.880100,1.281400,17547,Foreign Ordinary Shares,Canada,British Columbia
KRRGF,KARORA RESOURCES INC,OTCQX International,3.500000,-0.568200,81764,Foreign Ordinary Shares,Canada,Ontario
AIRRF,AURION RESOURCES LTD ORD,OTCQX International,0.610640,2.818700,48177,Foreign Ordinary Shares,Canada,Newfoundland
TGLDF,TRILLIUM GOLD MINES INC,OTCQX International,0.548000,6.201600,100,Foreign Ordinary Shares,Canada,British Columbia
OGNRF,OROGEN ROYALTIES INC,OTCQX International,0.280000,-1.685400,98117,Foreign Ordinary Shares,Canada,British Columbia
TNYBF,TINLEY BEVERAGE CO ORD,OTCQX International,0.131300,-4.160600,53381,Foreign Ordinary Shares,Canada,Ontario
GUYGF,G2 GOLDFIELDS INC,OTCQX International,0.350000,-9.420300,14000,Common Stock,Canada,Ontario
GLGDF,GOGOLD RESOURCES INC ORD,OTCQX International,2.640000,-0.109700,161632,Foreign Ordinary Shares,Canada,Nova Scotia
LGDTF,LIBERTY GOLD CORP ORD,OTCQX International,0.990000,-0.492500,360077,Foreign Ordinary Shares,Canada,British Columbia
GTBAF,GREAT BEAR RES LTD A,OTCQX International,13.200000,-1.858700,3122,Foreign Ordinary Shares,Canada,British Columbia
AAGFF,AFTERMATH SILVER LTD ORD,OTCQX International,0.433000,4.412800,242082,Foreign Ordinary Shares,Canada,British Columbia
ATBYF,ABITIBI ROYALTIES INC ORD,OTCQX International,23.470000,1.120200,900,Foreign Ordinary Shares,Canada,Quebec
CGLCF,CASSIAR GOLD CORP,OTCQX International,0.420900,-1.196000,63437,Foreign Ordinary Shares,Canada,Alberta
WVMDF,WEST VAULT MINING INC.,OTCQX International,0.900000,,0,Foreign Ordinary Shares,Canada,British Columbia
DNCVF,DEFIANCE SILVER CORP,OTCQX International,0.622300,2.049900,420398,Foreign Ordinary Shares,Canada,British Columbia
ARSMF,ARES STRATEGIC MNG INC,OTCQX International,0.350000,11.111100,163992,Foreign Ordinary Shares,Canada,British Columbia
CBULF,GRATOMIC INC,OTCQX International,1.030490,2.028700,29690,Foreign Ordinary Shares,Canada,Ontario
NSRPF,NOVO RES CORP,OTCQX International,1.379900,0.722600,402794,Foreign Ordinary Shares,Canada,British Columbia
TAKOF,DRONE DELIVERY CDA CORP,OTCQX International,0.812000,0.420500,50190,Foreign Ordinary Shares,Canada,Ontario
MGDPF,MARATHON GOLD CORP ORD,OTCQX International,2.480000,1.224500,37421,Foreign Ordinary Shares,Canada,Ontario
TOBAF,TAAT GLOBAL ALTERNATIVES,OTCQX International,2.600000,-10.121700,654348,Foreign Ordinary Shares,Canada,British Columbia
MGPHF,MASON GRAPHITE INC,OTCQX International,0.409900,13.892700,39195,Foreign Ordinary Shares,Canada,Quebec
ATCMF,ATICO MINING CORP,OTCQX International,0.501400,2.326500,1503,Foreign Ordinary Shares,Canada,British Columbia
IFABF,IFABRIC CORPORATION,OTCQX International,2.490000,,0,Foreign Ordinary Shares,Canada,Ontario
AHOTF,AMERICAN HOTEL I/P REIT,OTCQX International,3.462500,0.072300,500,Units,Canada,British Columbia
FCUUF,FISSION URANIUM CORP ORD,OTCQX International,0.888700,-3.391700,743931,Foreign Ordinary Shares,Canada,British Columbia
ALMTF,ALMONTY INDS INC ORD,OTCQX International,0.719100,-1.908400,18051,Foreign Ordinary Shares,Canada,Ontario
ALVOF,ALVOPETRO ENERGY LTD,OTCQX International,3.980000,-2.687100,36071,Foreign Ordinary Shares,Canada,Alberta
YGTFF,GOLD TERRA RESOURCE CORP,OTCQX International,0.178600,5.994100,43076,Foreign Ordinary Shares,Canada,British Columbia
GENGF,GEAR ENERGY LTD,OTCQX International,0.711900,-2.278700,86373,Foreign Ordinary Shares,Canada,Alberta
ATBPF,ANTIBE THERAPEUTICS INC,OTCQX International,0.691600,-2.473400,13989,Foreign Ordinary Shares,Canada,Ontario
JRNGF,JOURNEY ENERGY INC,OTCQX International,1.325500,0.683600,8861,Foreign Ordinary Shares,Canada,Alberta
EMHTF,EMERALD HEALTH THERAPUTCS,OTCQX International,0.079600,-2.826100,233795,Foreign Ordinary Shares,Canada,British Columbia
RGLSF,REGULUS RES INC,OTCQX International,0.761552,-11.735300,8076,Foreign Ordinary Shares,Canada,British Columbia
FFMGF,FIRST MINING GOLD CORP,OTCQX International,0.247800,0.568200,284561,Foreign Ordinary Shares,Canada,British Columbia
THCBF,THC BIOMED INTL LTD ORD,OTCQX International,0.072000,-0.962900,3200,Foreign Ordinary Shares,Canada,British Columbia
VLMGF,VISCOUNT MINING CORP ORD,OTCQX International,0.332826,-5.715000,82435,Foreign Ordinary Shares,Canada,British Columbia
FIORF,FIORE CANNABAIS LTD,OTCQX International,0.072000,11.479300,26771,Foreign Ordinary Shares,Canada,British Columbia
AXDDF,AZUCAR MINERALS LTD,OTCQX International,0.081700,5.039900,15921,Foreign Ordinary Shares,Canada,British Columbia
MSNVF,MISSION READY SOLTNS INC,OTCQX International,0.170800,5.432100,142736,Foreign Ordinary Shares,Canada,British Columbia
PTRUF,PETRUS RES LTD ORD,OTCQX International,0.646500,-0.200700,14062,Foreign Ordinary Shares,Canada,Alberta
SLVTF,SILVER TIGER METALS INC,OTCQX International,0.436500,3.854400,75926,Foreign Ordinary Shares,Canada,Nova Scotia
KCCFF,KUTCHO COPPER CORP ORD,OTCQX International,0.687000,0.037900,66638,Foreign Ordinary Shares,Canada,British Columbia
WSTRF,WESTERN URANIUM&VANADIUM,OTCQX International,2.790000,3.333300,23227,Foreign Ordinary Shares,Canada,Ontario
IRVRF,IRVING RES INC ORD,OTCQX International,0.883100,-3.486300,37008,Foreign Ordinary Shares,Canada,British Columbia
KNTNF,K92 MINING INC,OTCQX International,5.719900,1.237200,77698,Foreign Ordinary Shares,Canada,British Columbia
VSQTF,VICTORY SQUARE TECH ORD,OTCQX International,0.340000,0.591700,122259,Foreign Ordinary Shares,Canada,British Columbia
PGXFF,PROSPER GOLD CORP,OTCQX International,0.602900,1.378800,2950,Foreign Ordinary Shares,Canada,British Columbia
NTTHF,NEO LITHIUM CORP ORD,OTCQX International,5.095000,0.200600,630678,Foreign Ordinary Shares,Canada,Ontario
BRKCF,BARKSDALE RES CORP,OTCQX International,0.333900,,0,Foreign Ordinary Shares,Canada,British Columbia
USYNF,UNISYNC CORP ORD,OTCQX International,2.510300,,0,Foreign Ordinary Shares,Canada,British Columbia
SLVRF,SILVER ONE RESOURCES ORD,OTCQX International,0.400000,2.564100,138475,Foreign Ordinary Shares,Canada,British Columbia
PTOTF,PATRIOT ONE TECH ORD,OTCQX International,0.347500,-2.797200,371339,Foreign Ordinary Shares,Canada,British Columbia
BKRRF,BLACKROCK SILVER CORP,OTCQX International,0.740150,5.134900,314280,Foreign Ordinary Shares,Canada,British Columbia
IPOOF,INPLAY OIL CORP,OTCQX International,1.310000,0.020200,97642,Foreign Ordinary Shares,Canada,Alberta
ALEAF,ALEAFIA HEALTH INC ORD,OTCQX International,0.223000,-3.001300,59147,Foreign Ordinary Shares,Canada,Ontario
AHCCF,APOLLO HLTHCRE CP A,OTCQX International,1.520000,,0,Foreign Ordinary Shares,Canada,Ontario
FTSSF,FIRST COBALT CORP ORD,OTCQX International,0.242400,-3.040000,193805,Foreign Ordinary Shares,Canada,Ontario
