Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
CEL-USD,4.4689336,2021/11/12,12:26 GMT,-0.29532385,4.5875864,4.7524195,4.4507594,5618400,,,,,,,
ZRX-USD,1.2798884,2021/11/12,12:25 GMT,0.005675316,1.3179641,1.422926,1.2582326,228181472,,,,,,,
BNT-USD,4.597896,2021/11/12,12:26 GMT,-0.15707874,4.692714,4.7542624,4.536336,74231176,,,,,,,
SNX-USD,9.769582,2021/11/12,12:25 GMT,-0.34455776,9.856,10.127771,9.599486,92852736,,,,,,,
BTG-USD,64.96321,2021/11/12,12:26 GMT,-2.9983292,66.8699,67.35513,64.53995,36392932,,,,,,,
OMI-USD,0.0068097524,2021/11/12,12:25 GMT,-2.4551759E-4,0.006949057,0.007099063,0.0068091378,7100955,,,,,,,
ZEN-USD,98.85226,2021/11/12,12:26 GMT,-6.008072,105.260895,107.27008,96.60653,157278160,,,,,,,
ZIL-USD,0.09976502,2021/11/12,12:26 GMT,-0.004279956,0.10307552,0.103990465,0.09900521,95917832,,,,,,,
TUSD-USD,1.0010762,2021/11/12,12:25 GMT,0.0011151433,1.000235,1.0016004,0.99838054,111687112,,,,,,,
YFI-USD,33114.707,2021/11/12,12:24 GMT,-1109.1055,33664.14,35065.242,32681.467,194199392,,,,,,,
XDC-USD,0.097828075,2021/11/12,12:26 GMT,7.208288E-4,0.0957062,0.09942504,0.095441766,4712400,,,,,,,
RVN-USD,0.12431615,2021/11/12,12:26 GMT,-0.0038009211,0.12709987,0.12975259,0.12233242,58263680,,,,,,,
SUSHI-USD,10.861996,2021/11/12,12:26 GMT,-0.38011742,11.138843,11.388268,10.662277,177072464,,,,,,,
DCR-USD,107.46363,2021/11/12,12:26 GMT,-0.40246582,108.969734,109.79636,105.487366,9723634,,,,,,,
ICX-USD,2.164927,2021/11/12,12:26 GMT,0.08488059,2.0632436,2.192016,2.0566428,80869464,,,,,,,
IOTX-USD,0.1649941,2021/11/12,12:26 GMT,-0.01893711,0.17951408,0.17989703,0.15905757,511468064,,,,,,,
QTUM-USD,15.848409,2021/11/12,12:26 GMT,-0.51128674,16.268412,16.494133,15.532596,358163392,,,,,,,
CRV-USD,4.002904,2021/11/12,12:25 GMT,-0.16563082,4.175681,4.2915416,3.910849,269831936,,,,,,,
CTC1-USD,2.9635644,2021/11/12,12:25 GMT,-0.024677038,3.0561438,3.2248726,2.8486836,5501265,,,,,,,
XEM-USD,0.18921313,2021/11/12,12:25 GMT,-0.005099684,0.1934694,0.1960196,0.18570784,70976792,,,,,,,
BAT-USD,1.1958008,2021/11/12,12:26 GMT,0.09948051,1.1095072,1.2112334,1.104268,453468192,,,,,,,
OMG-USD,12.864282,2021/11/12,12:24 GMT,-4.5034685,12.888028,13.37642,12.569791,6956446208,,,,,,,
TFUEL-USD,0.3386992,2021/11/12,12:26 GMT,-0.005464852,0.34549406,0.35158515,0.33259806,64768856,,,,,,,
COMP-USD,323.35846,2021/11/12,12:26 GMT,-15.09671,333.9028,337.79434,319.63837,124443448,,,,,,,
CELO-USD,5.885392,2021/11/12,12:26 GMT,-0.24915695,6.0607014,6.1428676,5.7686234,55361184,,,,,,,
AR-USD,65.46812,2021/11/12,12:26 GMT,-3.6519547,67.25425,70.96194,63.801598,95958088,,,,,,,
DASH-USD,220.77824,2021/11/12,12:26 GMT,-8.651459,232.42795,235.55473,218.03865,410230592,,,,,,,
HOT1-USD,0.013487547,2021/11/12,12:26 GMT,-5.30052E-4,0.013922075,0.014051599,0.013273987,203914736,,,,,,,
SAND-USD,2.7674878,2021/11/12,12:26 GMT,0.45905447,2.3915403,2.8255246,2.3915403,1507275648,,,,,,,
BTT1-USD,0.0037176302,2021/11/12,12:26 GMT,-1.2580142E-4,0.0038117317,0.0038480866,0.00366714,611315840,,,,,,,
AMP1-USD,0.058506947,2021/11/12,12:25 GMT,-0.0012175888,0.06015872,0.060545158,0.058506947,36884896,,,,,,,
WAVES-USD,23.417044,2021/11/12,12:26 GMT,-0.74925804,24.301266,24.301266,23.168161,81229088,,,,,,,
ZEC-USD,199.7508,2021/11/12,12:26 GMT,-5.3812256,203.28375,209.15326,193.34961,643450752,,,,,,,
ENJ-USD,3.0983117,2021/11/12,12:26 GMT,0.15358114,2.9485748,3.1375334,2.9181569,439123040,,,,,,,
MKR-USD,2895.7566,2021/11/12,12:26 GMT,-141.50659,2990.0361,3011.146,2871.5986,99413512,,,,,,,
STX1-USD,2.3076842,2021/11/12,12:25 GMT,0.12208009,2.2192414,2.4368415,2.2182596,202762832,,,,,,,
ONE2-USD,0.2738217,2021/11/12,12:25 GMT,-0.01743874,0.27856508,0.28288755,0.2673247,149284896,,,,,,,
CHZ-USD,0.5177877,2021/11/12,12:24 GMT,0.011309266,0.52654827,0.540295,0.49212718,1059878016,,,,,,,
RUNE-USD,12.225946,2021/11/12,12:25 GMT,-0.7438574,12.744839,13.043651,12.027795,85584552,,,,,,,
QNT-USD,266.78635,2021/11/12,12:25 GMT,-12.240601,270.01187,274.35287,264.4434,45469268,,,,,,,
BSV-USD,172.81216,2021/11/12,12:26 GMT,-5.1540833,176.87753,179.94888,171.49327,243675312,,,,,,,
NEO-USD,47.17484,2021/11/12,12:25 GMT,-2.3773384,48.491203,48.96084,46.541557,343057024,,,,,,,
KSM-USD,419.22656,2021/11/12,12:25 GMT,-14.81958,441.40915,443.81656,410.39374,162805296,,,,,,,
KDA-USD,22.641932,2021/11/12,12:26 GMT,-4.4609337,24.324722,26.280298,22.150606,213736960,,,,,,,
MIOTA-USD,1.2890354,2021/11/12,12:26 GMT,-0.030964613,1.3262693,1.3378335,1.2670153,64786356,,,,,,,
FLOW1-USD,12.812843,2021/11/12,12:26 GMT,-0.29163933,13.163962,13.2470665,12.613443,117961296,,,,,,,
LRC-USD,3.0632448,2021/11/12,12:25 GMT,-0.17688918,3.2164664,3.496671,2.97454,2714533888,,,,,,,
AAVE-USD,305.06323,2021/11/12,12:26 GMT,-10.586975,312.20654,313.95685,299.4749,276812640,,,,,,,
CAKE-USD,18.252394,2021/11/12,12:26 GMT,-0.63926506,18.83619,18.983122,18.086813,222310848,,,,,,,
XMR-USD,259.29462,2021/11/12,12:26 GMT,-7.9797363,263.60907,266.9214,255.69362,243687200,,,,,,,
EOS-USD,4.876504,2021/11/12,12:26 GMT,-0.08178854,4.9362254,5.095587,4.8141046,1369124992,,,,,,,
HNT1-USD,49.294838,2021/11/12,12:26 GMT,-1.5006104,48.234562,50.108788,46.396606,82973152,,,,,,,
GRT2-USD,1.0693464,2021/11/12,12:25 GMT,-0.03949809,1.1111636,1.1469724,1.044924,277278688,,,,,,,
XTZ-USD,5.79312,2021/11/12,12:25 GMT,-0.15701056,5.8598924,5.9858,5.7053504,208678928,,,,,,,
EGLD-USD,313.10373,2021/11/12,12:26 GMT,-12.806824,317.7817,323.74945,308.98495,118951240,,,,,,,
MANA-USD,3.3796992,2021/11/12,12:25 GMT,0.898751,2.6488822,3.4220345,2.6488822,5216790016,,,,,,,
DAI1-USD,1.002322,2021/11/12,12:24 GMT,-3.939867E-4,1.0055517,1.0101357,0.99701315,627195712,,,,,,,
FTM-USD,2.54022,2021/11/12,12:26 GMT,-0.12140107,2.6022198,2.6221957,2.4693897,551605760,,,,,,,
FTT1-USD,57.436947,2021/11/12,12:25 GMT,-2.496994,59.244854,60.140446,56.885834,279765024,,,,,,,
HBAR-USD,0.4674124,2021/11/12,12:26 GMT,0.033555,0.4392072,0.47301504,0.4392072,317082784,,,,,,,
THETA-USD,7.0435553,2021/11/12,12:26 GMT,-0.31318998,7.360063,7.4248004,6.960501,293830048,,,,,,,
ATOM1-USD,31.930557,2021/11/12,12:26 GMT,-1.5054893,32.89319,32.976215,31.371128,569851584,,,,,,,
ETC-USD,55.32593,2021/11/12,12:26 GMT,-1.7068138,56.569733,57.503014,54.783844,1019948544,,,,,,,
FIL-USD,62.685738,2021/11/12,12:26 GMT,-0.69260406,62.902416,65.28356,62.18935,752607936,,,,,,,
TRX-USD,0.1076724,2021/11/12,12:25 GMT,-0.002531305,0.10906854,0.11064759,0.106559716,2608825856,,,,,,,
ICP1-USD,45.738052,2021/11/12,12:26 GMT,-2.3727913,47.758404,48.52323,45.175938,382073152,,,,,,,
CRO-USD,0.34223977,2021/11/12,12:26 GMT,-0.004730463,0.34651938,0.35870203,0.33689842,158857936,,,,,,,
AXS-USD,146.00388,2021/11/12,12:26 GMT,0.020065308,146.4045,148.35434,142.90657,480717568,,,,,,,
XLM-USD,0.3755565,2021/11/12,12:26 GMT,-0.019504458,0.39109483,0.39422542,0.3715382,912669248,,,,,,,
VET-USD,0.15762992,2021/11/12,12:26 GMT,-0.0077923834,0.1645778,0.16564637,0.15501161,652343744,,,,,,,
MATIC-USD,1.705446,2021/11/12,12:24 GMT,-0.03209877,1.7537934,1.7773135,1.6733336,945095872,,,,,,,
BCH-USD,660.87714,2021/11/12,12:24 GMT,-15.814087,677.2399,682.9795,651.13477,1354023552,,,,,,,
ALGO-USD,2.181337,2021/11/12,12:24 GMT,0.18297982,2.0259984,2.2801354,2.009367,1250057728,,,,,,,
UNI3-USD,24.785294,2021/11/12,12:24 GMT,-0.8949127,25.372694,25.698206,24.38803,280240896,,,,,,,
LINK-USD,33.78588,2021/11/12,12:25 GMT,-2.3564453,34.71717,35.39936,33.10263,1718453248,,,,,,,
LTC-USD,262.03903,2021/11/12,12:26 GMT,-2.953308,262.6018,281.9474,257.53925,4549875200,,,,,,,
AVAX-USD,83.45373,2021/11/12,12:26 GMT,-4.8809814,87.75205,89.79216,82.48037,621127360,,,,,,,
LUNA1-USD,48.5634,2021/11/12,12:25 GMT,-2.60672,50.38866,50.58258,47.756004,758421824,,,,,,,
SHIB-USD,5.2786792E-5,2021/11/12,12:24 GMT,2.776178E-7,5.6569075E-5,5.6569075E-5,5.1805284E-5,5030212096,,,,,,,
DOGE-USD,0.25574464,2021/11/12,12:26 GMT,-0.0036733449,0.26086712,0.26678857,0.25369614,1685448064,,,,,,,
USDC-USD,1.0013684,2021/11/12,12:26 GMT,8.430481E-4,0.99983704,1.0017726,0.9983442,4741571584,,,,,,,
HEX-USD,0.2562882,2021/11/12,12:25 GMT,0.05519262,0.24015254,0.30026636,0.23585455,59445480,,,,,,,
DOT1-USD,45.94018,2021/11/12,12:26 GMT,-2.8532448,47.470726,47.69305,44.87171,1830979328,,,,,,,
XRP-USD,1.1792595,2021/11/12,12:26 GMT,-0.04391408,1.215306,1.2326876,1.16435,4927403520,,,,,,,
ADA-USD,2.028419,2021/11/12,12:25 GMT,-0.08442545,2.079186,2.1001298,2.006043,3462904576,,,,,,,
SOL1-USD,227.32195,2021/11/12,12:26 GMT,-11.816193,233.83856,238.69568,225.01881,2620035584,,,,,,,
USDT-USD,1.0005101,2021/11/12,12:25 GMT,-8.2969666E-5,1.0008028,1.0019836,0.99826264,87873134592,,,,,,,
BNB-USD,619.0246,2021/11/12,12:24 GMT,-7.8651123,629.2809,634.3376,610.6812,2145731584,,,,,,,
ETH-USD,4620.881,2021/11/12,12:25 GMT,-79.5459,4715.306,4808.739,4574.255,19459282944,,,,,,,
BTC-USD,63973.066,2021/11/12,12:26 GMT,-982.9375,64858.25,65420.23,63550.51,37551972352,,,,,,,
